Posicao,Clube,J,V,E,D,Gols,SG,Pts,Ano,Rodada
16,São Paulo,2,0,1,1,0:2,-2,1,2021,2
17,Juventude,2,0,1,1,2:5,-3,1,2021,2
18,Internacional,2,0,1,1,3:7,-4,1,2021,2
19,América-MG,2,0,0,2,0:2,-2,0,2021,2
20,Chapecoense,2,0,0,2,1:6,-5,0,2021,2
1,Fortaleza,3,3,0,0,8:2,6,9,2021,3
2,Athletico-PR,3,3,0,0,5:0,5,9,2021,3
3,Flamengo,3,2,1,0,5:2,3,7,2021,3
4,Atlético-GO,3,2,0,1,4:2,2,6,2021,3
5,Atlético-MG,3,2,0,1,3:2,1,6,2021,3
6,Bragantino,3,1,2,0,8:5,3,5,2021,3
7,Fluminense,3,1,2,0,3:2,1,5,2021,3
8,Bahia,3,1,1,1,6:4,2,4,2021,3
9,Palmeiras,3,1,1,1,4:3,1,4,2021,3
10,Cuiabá,3,1,1,1,4:4,0,4,2021,3
11,Corinthians,3,1,1,1,2:2,0,4,2021,3
12,Ceará,3,1,1,1,4:5,-1,4,2021,3
13,Santos,3,1,1,1,3:4,-1,4,2021,3
14,Internacional,3,1,1,1,4:7,-3,4,2021,3
15,Juventude,3,0,2,1,2:5,-3,2,2021,3
16,Grêmio,3,0,1,2,4:6,-2,1,2021,3
17,Sport,3,0,1,2,2:4,-2,1,2021,3
18,São Paulo,3,0,1,2,0:3,-3,1,2021,3
19,Chapecoense,3,0,1,2,1:6,-5,1,2021,3
20,América-MG,3,0,0,3,0:4,-4,0,2021,3
1,Fortaleza,4,3,1,0,8:2,6,10,2021,4
2,Athletico-PR,4,3,1,0,7:2,5,10,2021,4
3,Atlético-MG,4,3,0,1,4:2,2,9,2021,4
4,Bragantino,4,2,2,0,10:6,4,8,2021,4
5,Flamengo,4,2,2,0,7:4,3,8,2021,4
6,Fluminense,4,2,2,0,4:2,2,8,2021,4
7,Palmeiras,4,2,1,1,7:3,4,7,2021,4
8,Bahia,4,2,1,1,8:5,3,7,2021,4
9,Atlético-GO,4,2,1,1,4:2,2,7,2021,4
10,Cuiabá,4,1,2,1,4:4,0,5,2021,4
11,Corinthians,4,1,1,2,3:4,-1,4,2021,4
12,Sport,4,1,1,2,3:4,-1,4,2021,4
13,Ceará,4,1,1,2,5:7,-2,4,2021,4
14,Santos,4,1,1,2,3:5,-2,4,2021,4
15,Internacional,4,1,1,2,4:8,-4,4,2021,4
16,São Paulo,4,0,2,2,1:4,-3,2,2021,4
17,Chapecoense,4,0,2,2,2:7,-5,2,2021,4
18,Juventude,4,0,2,2,2:8,-6,2,2021,4
19,Grêmio,4,0,1,3,4:7,-3,1,2021,4
20,América-MG,4,0,1,3,0:4,-4,1,2021,4
1,Athletico-PR,5,4,1,0,9:3,6,13,2021,5
2,Fortaleza,5,3,2,0,9:3,6,11,2021,5
3,Bragantino,5,3,2,0,13:8,5,11,2021,5
4,Palmeiras,5,3,1,1,9:4,5,10,2021,5
5,Atlético-MG,5,3,1,1,5:3,2,10,2021,5
6,Fluminense,5,2,3,0,5:3,2,9,2021,5
7,Bahia,5,2,2,1,8:5,3,8,2021,5
8,Flamengo,5,2,2,1,9:7,2,8,2021,5
9,Atlético-GO,5,2,1,2,5:4,1,7,2021,5
10,Santos,5,2,1,2,5:5,0,7,2021,5
11,Cuiabá,5,1,2,2,4:5,-1,5,2021,5
12,Corinthians,5,1,2,2,3:4,-1,5,2021,5
13,Ceará,5,1,2,2,6:8,-2,5,2021,5
14,Internacional,5,1,2,2,5:9,-4,5,2021,5
15,Juventude,5,1,2,2,3:8,-5,5,2021,5
16,Grêmio,5,1,1,3,5:7,-2,4,2021,5
17,Sport,5,1,1,3,3:5,-2,4,2021,5
18,Chapecoense,5,0,3,2,3:8,-5,3,2021,5
19,São Paulo,5,0,2,3,1:6,-5,2,2021,5
20,América-MG,5,0,1,4,1:6,-5,1,2021,5
1,Bragantino,6,4,2,0,16:9,7,14,2021,6
2,Athletico-PR,6,4,1,1,10:5,5,13,2021,6
3,Fortaleza,6,3,2,1,10:5,5,11,2021,6
4,Bahia,6,3,2,1,10:6,4,11,2021,6
5,Flamengo,6,3,2,1,11:8,3,11,2021,6
6,Palmeiras,6,3,1,2,10:7,3,10,2021,6
7,Atlético-GO,6,3,1,2,6:4,2,10,2021,6
8,Atlético-MG,6,3,1,2,6:5,1,10,2021,6
9,Fluminense,6,2,3,1,5:4,1,9,2021,6
10,Santos,6,2,2,2,7:7,0,8,2021,6
11,Corinthians,6,2,2,2,5:5,0,8,2021,6
12,Ceará,6,2,2,2,8:9,-1,8,2021,6
13,Internacional,6,2,2,2,7:10,-3,8,2021,6
14,Cuiabá,6,1,3,2,6:7,-1,6,2021,6
15,Juventude,6,1,3,2,4:9,-5,6,2021,6
16,Grêmio,6,1,2,3,7:9,-2,5,2021,6
17,Sport,6,1,1,4,4:7,-3,4,2021,6
18,São Paulo,6,0,3,3,3:8,-5,3,2021,6
19,Chapecoense,6,0,3,3,4:10,-6,3,2021,6
20,América-MG,6,0,2,4,2:7,-5,2,2021,6
1,Bragantino,7,5,2,0,17:9,8,17,2021,7
2,Athletico-PR,7,4,2,1,12:7,5,14,2021,7
3,Palmeiras,7,4,1,2,13:9,4,13,2021,7
4,Fortaleza,7,3,3,1,10:5,5,12,2021,7
5,Bahia,7,3,2,2,12:9,3,11,2021,7
6,Flamengo,7,3,2,2,11:9,2,11,2021,7
7,Santos,7,3,2,2,9:7,2,11,2021,7
8,Atlético-GO,7,3,1,3,6:5,1,10,2021,7
9,Atlético-MG,7,3,1,3,6:7,-1,10,2021,7
10,Fluminense,7,2,4,1,6:5,1,10,2021,7
11,Corinthians,7,2,3,2,6:6,0,9,2021,7
12,Ceará,7,2,3,2,9:10,-1,9,2021,7
13,Internacional,7,2,3,2,8:11,-3,9,2021,7
14,Juventude,7,2,3,2,5:9,-4,9,2021,7
15,Cuiabá,7,1,4,2,6:7,-1,7,2021,7
16,Grêmio,7,1,3,3,7:9,-2,6,2021,7
17,Sport,7,1,2,4,4:7,-3,5,2021,7
18,São Paulo,7,0,4,3,4:9,-5,4,2021,7
19,Chapecoense,7,0,4,3,6:12,-6,4,2021,7
20,América-MG,7,0,3,4,3:8,-5,3,2021,7
1,Bragantino,8,5,3,0,17:9,8,18,2021,8
2,Athletico-PR,8,5,2,1,16:8,8,17,2021,8
3,Palmeiras,8,5,1,2,15:10,5,16,2021,8
4,Fortaleza,8,4,3,1,13:7,6,15,2021,8
5,Flamengo,8,4,2,2,13:9,4,14,2021,8
6,Atlético-MG,8,4,1,3,10:8,2,13,2021,8
7,Santos,8,3,3,2,9:7,2,12,2021,8
8,Juventude,8,3,3,2,7:9,-2,12,2021,8
9,Bahia,8,3,2,3,15:13,2,11,2021,8
10,Atlético-GO,8,3,1,4,7:9,-2,10,2021,8
11,Corinthians,8,2,4,2,6:6,0,10,2021,8
12,Ceará,8,2,4,2,9:10,-1,10,2021,8
13,Fluminense,8,2,4,2,7:9,-2,10,2021,8
14,Internacional,8,2,3,3,9:13,-4,9,2021,8
15,Cuiabá,8,1,4,3,6:9,-3,7,2021,8
16,Sport,8,1,3,4,4:7,-3,6,2021,8
17,América-MG,8,1,3,4,7:11,-4,6,2021,8
18,Grêmio,8,1,3,4,7:11,-4,6,2021,8
19,São Paulo,8,0,5,3,4:9,-5,5,2021,8
20,Chapecoense,8,0,4,4,8:15,-7,4,2021,8
1,Bragantino,9,6,3,0,19:10,9,21,2021,9
2,Athletico-PR,9,6,2,1,18:9,9,20,2021,9
3,Palmeiras,9,6,1,2,16:10,6,19,2021,9
4,Atlético-MG,9,5,1,3,11:8,3,16,2021,9
5,Fortaleza,9,4,3,2,14:9,5,15,2021,9
6,Bahia,9,4,2,3,17:13,4,14,2021,9
7,Flamengo,9,4,2,3,13:10,3,14,2021,9
8,Atlético-GO,9,4,1,4,8:9,-1,13,2021,9
9,Ceará,9,3,4,2,11:10,1,13,2021,9
10,Fluminense,9,3,4,2,8:9,-1,13,2021,9
11,Santos,9,3,3,3,9:9,0,12,2021,9
12,Juventude,9,3,3,3,7:11,-4,12,2021,9
13,Corinthians,9,2,5,2,7:7,0,11,2021,9
14,Internacional,9,2,4,3,10:14,-4,10,2021,9
15,América-MG,9,2,3,4,9:11,-2,9,2021,9
16,Cuiabá,9,1,4,4,6:10,-4,7,2021,9
17,Sport,9,1,3,5,4:8,-4,6,2021,9
18,Grêmio,9,1,3,5,7:12,-5,6,2021,9
19,São Paulo,9,0,5,4,5:11,-6,5,2021,9
20,Chapecoense,9,0,4,5,8:17,-9,4,2021,9
1,Palmeiras,10,7,1,2,18:10,8,22,2021,10
2,Bragantino,10,6,4,0,20:11,9,22,2021,10
3,Athletico-PR,10,6,2,2,19:11,8,20,2021,10
4,Atlético-MG,10,6,1,3,13:9,4,19,2021,10
5,Fortaleza,10,5,3,2,18:9,9,18,2021,10
6,Bahia,10,5,2,3,18:13,5,17,2021,10
7,Santos,10,4,3,3,11:10,1,15,2021,10
8,Flamengo,10,4,2,4,14:12,2,14,2021,10
9,Atlético-GO,10,4,2,4,9:10,-1,14,2021,10
10,Ceará,10,3,5,2,11:10,1,14,2021,10
11,Corinthians,10,3,5,2,8:7,1,14,2021,10
12,Fluminense,10,3,5,2,8:9,-1,14,2021,10
13,Juventude,10,3,3,4,7:12,-5,12,2021,10
14,Internacional,10,2,4,4,10:16,-6,10,2021,10
15,América-MG,10,2,3,5,9:15,-6,9,2021,10
16,Cuiabá,10,1,5,4,7:11,-4,8,2021,10
17,São Paulo,10,1,5,4,7:11,-4,8,2021,10
18,Sport,10,1,4,5,5:9,-4,7,2021,10
19,Grêmio,10,1,3,6,7:14,-7,6,2021,10
20,Chapecoense,10,0,4,6,8:18,-10,4,2021,10
1,Palmeiras,11,8,1,2,21:12,9,25,2021,11
2,Bragantino,11,6,5,0,22:13,9,23,2021,11
3,Atlético-MG,11,7,1,3,14:9,5,22,2021,11
4,Fortaleza,11,6,3,2,19:9,10,21,2021,11
5,Athletico-PR,11,6,3,2,21:13,8,21,2021,11
6,Bahia,11,5,2,4,18:14,4,17,2021,11
7,Flamengo,11,5,2,4,16:13,3,17,2021,11
8,Fluminense,11,4,5,2,10:10,0,17,2021,11
9,Santos,11,4,3,4,13:13,0,15,2021,11
10,Atlético-GO,11,4,3,4,10:11,-1,15,2021,11
11,Ceará,11,3,6,2,13:12,1,15,2021,11
12,Corinthians,11,3,5,3,8:8,0,14,2021,11
13,Juventude,11,3,4,4,8:13,-5,13,2021,11
14,São Paulo,11,2,5,4,8:11,-3,11,2021,11
15,Internacional,11,2,5,4,10:16,-6,11,2021,11
16,América-MG,11,2,3,6,9:16,-7,9,2021,11
17,Cuiabá,11,1,6,4,9:13,-4,9,2021,11
18,Sport,11,1,4,6,6:11,-5,7,2021,11
19,Grêmio,11,1,4,6,7:14,-7,7,2021,11
20,Chapecoense,11,0,4,7,9:20,-11,4,2021,11
1,Palmeiras,12,9,1,2,24:12,12,28,2021,12
2,Atlético-MG,12,8,1,3,16:10,6,25,2021,12
3,Fortaleza,12,7,3,2,20:9,11,24,2021,12
4,Bragantino,12,6,6,0,24:15,9,24,2021,12
5,Athletico-PR,12,6,3,3,21:14,7,21,2021,12
6,Flamengo,12,6,2,4,21:13,8,20,2021,12
7,Ceará,12,4,6,2,14:12,2,18,2021,12
8,Bahia,12,5,2,5,18:19,-1,17,2021,12
9,Fluminense,12,4,5,3,10:11,-1,17,2021,12
10,Santos,12,4,4,4,15:15,0,16,2021,12
11,Atlético-GO,12,4,3,5,10:14,-4,15,2021,12
12,Corinthians,12,3,5,4,9:10,-1,14,2021,12
13,Internacional,12,3,5,4,11:16,-5,14,2021,12
14,Juventude,12,3,4,5,8:14,-6,13,2021,12
15,Cuiabá,12,2,6,4,12:15,-3,12,2021,12
16,São Paulo,12,2,5,5,8:12,-4,11,2021,12
17,Sport,12,2,4,6,7:11,-4,10,2021,12
18,Grêmio,12,2,4,6,8:14,-6,10,2021,12
19,América-MG,12,2,3,7,9:17,-8,9,2021,12
20,Chapecoense,12,0,4,8,11:23,-12,4,2021,12
1,Palmeiras,13,10,1,2,25:12,13,31,2021,13
2,Atlético-MG,13,9,1,3,19:10,9,28,2021,13
3,Fortaleza,13,8,3,2,21:9,12,27,2021,13
4,Athletico-PR,13,7,3,3,23:15,8,24,2021,13
5,Bragantino,13,6,6,1,24:16,8,24,2021,13
6,Flamengo,13,7,2,4,26:14,12,23,2021,13
7,Ceará,13,4,7,2,14:12,2,19,2021,13
8,Atlético-GO,13,5,3,5,11:14,-3,18,2021,13
9,Bahia,13,5,2,6,18:22,-4,17,2021,13
10,Corinthians,13,4,5,4,11:11,0,17,2021,13
11,Fluminense,13,4,5,4,10:12,-2,17,2021,13
12,Santos,13,4,4,5,15:16,-1,16,2021,13
13,Juventude,13,4,4,5,9:14,-5,16,2021,13
14,Internacional,13,3,5,5,12:18,-6,14,2021,13
15,Cuiabá,13,2,6,5,13:17,-4,12,2021,13
16,Sport,13,2,5,6,7:11,-4,11,2021,13
17,Grêmio,13,2,5,6,9:15,-6,11,2021,13
18,São Paulo,13,2,5,6,9:17,-8,11,2021,13
19,América-MG,13,2,4,7,10:18,-8,10,2021,13
20,Chapecoense,13,0,4,9,11:24,-13,4,2021,13
1,Palmeiras,14,10,2,2,25:12,13,32,2021,14
2,Atlético-MG,14,10,1,3,21:10,11,31,2021,14
3,Fortaleza,14,8,3,3,22:12,10,27,2021,14
4,Bragantino,14,7,6,1,25:16,9,27,2021,14
5,Flamengo,14,8,2,4,29:15,14,26,2021,14
6,Athletico-PR,14,7,3,4,23:17,6,24,2021,14
7,Ceará,14,5,7,2,17:13,4,22,2021,14
8,Santos,14,5,4,5,16:16,0,19,2021,14
9,Atlético-GO,14,5,4,5,12:15,-3,19,2021,14
10,Fluminense,14,4,6,4,11:13,-2,18,2021,14
11,Bahia,14,5,2,7,18:23,-5,17,2021,14
12,Corinthians,14,4,5,5,12:14,-2,17,2021,14
13,Juventude,14,4,5,5,10:15,-5,17,2021,14
14,Internacional,14,3,6,5,12:18,-6,15,2021,14
15,Sport,14,3,5,6,8:11,-3,14,2021,14
16,Cuiabá,14,2,7,5,13:17,-4,13,2021,14
17,São Paulo,14,2,6,6,9:17,-8,12,2021,14
18,Grêmio,14,2,5,7,9:16,-7,11,2021,14
19,América-MG,14,2,5,7,11:19,-8,11,2021,14
20,Chapecoense,14,0,4,10,11:25,-14,4,2021,14
1,Atlético-MG,15,11,1,3,23:11,12,34,2021,15
2,Palmeiras,15,10,2,3,27:15,12,32,2021,15
3,Fortaleza,15,9,3,3,25:14,11,30,2021,15
4,Bragantino,15,7,7,1,25:16,9,28,2021,15
5,Flamengo,15,8,2,5,29:19,10,26,2021,15
6,Athletico-PR,15,7,3,5,24:19,5,24,2021,15
7,Ceará,15,5,8,2,17:13,4,23,2021,15
8,Santos,15,5,5,5,16:16,0,20,2021,15
9,Atlético-GO,15,5,5,5,12:15,-3,20,2021,15
10,Bahia,15,5,3,7,19:24,-5,18,2021,15
11,Internacional,15,4,6,5,16:18,-2,18,2021,15
12,Corinthians,15,4,6,5,12:14,-2,18,2021,15
13,Fluminense,15,4,6,5,11:14,-3,18,2021,15
14,Juventude,15,4,5,6,11:17,-6,17,2021,15
15,Sport,15,3,6,6,8:11,-3,15,2021,15
16,São Paulo,15,3,6,6,11:18,-7,15,2021,15
17,Grêmio,15,3,5,7,11:17,-6,14,2021,15
18,América-MG,15,3,5,7,12:19,-7,14,2021,15
19,Cuiabá,15,2,8,5,14:18,-4,14,2021,15
20,Chapecoense,15,0,4,11,12:27,-15,4,2021,15
1,Atlético-MG,16,12,1,3,25:11,14,37,2021,16
2,Palmeiras,16,10,2,4,27:17,10,32,2021,16
3,Fortaleza,16,9,4,3,26:15,11,31,2021,16
4,Flamengo,16,9,2,5,31:19,12,29,2021,16
5,Bragantino,16,7,7,2,26:18,8,28,2021,16
6,Athletico-PR,16,7,3,6,24:20,4,24,2021,16
7,Atlético-GO,16,6,5,5,14:16,-2,23,2021,16
8,Ceará,16,5,8,3,18:16,2,23,2021,16
9,Internacional,16,5,6,5,20:20,0,21,2021,16
10,Santos,16,5,6,5,17:17,0,21,2021,16
11,Corinthians,16,5,6,5,15:15,0,21,2021,16
12,Juventude,16,5,5,6,13:18,-5,20,2021,16
13,Bahia,16,5,3,8,20:26,-6,18,2021,16
14,Fluminense,16,4,6,6,13:18,-5,18,2021,16
15,São Paulo,16,4,6,6,13:19,-6,18,2021,16
16,Cuiabá,16,3,8,5,15:18,-3,17,2021,16
17,Sport,16,3,6,7,8:13,-5,15,2021,16
18,América-MG,16,3,6,7,13:20,-7,15,2021,16
19,Grêmio,16,3,5,8,12:19,-7,14,2021,16
20,Chapecoense,16,0,5,11,13:28,-15,5,2021,16
1,Atlético-MG,17,12,2,3,26:12,14,38,2021,17
2,Palmeiras,17,10,2,5,27:19,8,32,2021,17
3,Fortaleza,17,9,5,3,27:16,11,32,2021,17
4,Bragantino,17,8,7,2,28:18,10,31,2021,17
5,Flamengo,17,9,3,5,32:20,12,30,2021,17
6,Athletico-PR,17,7,3,7,24:21,3,24,2021,17
7,Corinthians,17,6,6,5,16:15,1,24,2021,17
8,Atlético-GO,17,6,6,5,15:17,-2,24,2021,17
9,Ceará,17,5,9,3,19:17,2,24,2021,17
10,Internacional,17,5,7,5,22:22,0,22,2021,17
11,Santos,17,5,7,5,19:19,0,22,2021,17
12,Juventude,17,5,6,6,14:19,-5,21,2021,17
13,São Paulo,17,5,6,6,14:19,-5,21,2021,17
14,Cuiabá,17,4,8,5,17:18,-1,20,2021,17
15,Fluminense,17,4,7,6,14:19,-5,19,2021,17
16,Bahia,17,5,3,9,20:28,-8,18,2021,17
17,Grêmio,17,4,5,8,14:19,-5,17,2021,17
18,Sport,17,3,6,8,8:14,-6,15,2021,17
19,América-MG,17,3,6,8,13:22,-9,15,2021,17
20,Chapecoense,17,0,6,11,14:29,-15,6,2021,17
1,Atlético-MG,18,12,3,3,27:13,14,39,2021,18
2,Palmeiras,18,11,2,5,29:20,9,35,2021,18
3,Flamengo,18,10,3,5,36:20,16,33,2021,18
4,Fortaleza,18,9,6,3,27:16,11,33,2021,18
5,Bragantino,18,8,8,2,29:19,10,32,2021,18
6,Corinthians,18,7,6,5,17:15,2,27,2021,18
7,Atlético-GO,18,6,7,5,15:17,-2,25,2021,18
8,Athletico-PR,18,7,3,8,25:23,2,24,2021,18
9,Ceará,18,5,9,4,19:19,0,24,2021,18
10,Internacional,18,5,8,5,22:22,0,23,2021,18
11,Fluminense,18,5,7,6,16:19,-3,22,2021,18
12,Santos,18,5,7,6,19:23,-4,22,2021,18
13,Juventude,18,5,7,6,15:20,-5,22,2021,18
14,São Paulo,18,5,7,6,15:20,-5,22,2021,18
15,Cuiabá,18,4,9,5,17:18,-1,21,2021,18
16,Bahia,18,5,3,10,20:30,-10,18,2021,18
17,América-MG,18,4,6,8,15:22,-7,18,2021,18
18,Grêmio,18,4,5,9,14:20,-6,17,2021,18
19,Sport,18,3,7,8,8:14,-6,16,2021,18
20,Chapecoense,18,0,7,11,14:29,-15,7,2021,18
1,Atlético-MG,19,13,3,3,29:14,15,42,2021,19
2,Palmeiras,19,12,2,5,31:21,10,38,2021,19
3,Flamengo,19,11,3,5,38:20,18,36,2021,19
4,Fortaleza,19,9,6,4,29:20,9,33,2021,19
5,Bragantino,19,8,9,2,30:20,10,33,2021,19
6,Corinthians,19,7,7,5,18:16,2,28,2021,19
7,Athletico-PR,19,7,4,8,25:23,2,25,2021,19
8,Fluminense,19,6,7,6,18:20,-2,25,2021,19
9,Atlético-GO,19,6,7,6,15:19,-4,25,2021,19
10,Internacional,19,5,9,5,23:23,0,24,2021,19
11,Cuiabá,19,5,9,5,19:19,0,24,2021,19
12,Ceará,19,5,9,5,20:21,-1,24,2021,19
13,Juventude,19,5,8,6,16:21,-5,23,2021,19
14,São Paulo,19,5,8,6,15:20,-5,23,2021,19
15,Santos,19,5,7,7,20:25,-5,22,2021,19
16,Bahia,19,6,3,10,24:32,-8,21,2021,19
17,América-MG,19,4,7,8,15:22,-7,19,2021,19
18,Grêmio,19,4,5,10,15:22,-7,17,2021,19
19,Sport,19,3,8,8,8:14,-6,17,2021,19
20,Chapecoense,19,0,7,12,15:31,-16,7,2021,19
1,Atlético-MG,20,14,3,3,31:14,17,45,2021,20
2,Flamengo,20,12,3,5,41:21,20,39,2021,20
3,Palmeiras,20,12,2,6,32:24,8,38,2021,20
4,Fortaleza,20,9,6,5,29:22,7,33,2021,20
5,Bragantino,20,8,9,3,31:22,9,33,2021,20
6,Corinthians,20,7,8,5,19:17,2,29,2021,20
7,Fluminense,20,7,7,6,20:21,-1,28,2021,20
8,Internacional,20,6,9,5,24:23,1,27,2021,20
9,Cuiabá,20,6,9,5,21:20,1,27,2021,20
10,Atlético-GO,20,6,8,6,16:20,-4,26,2021,20
11,Athletico-PR,20,7,4,9,25:25,0,25,2021,20
12,Ceará,20,5,9,6,20:23,-3,24,2021,20
13,Santos,20,5,8,7,20:25,-5,23,2021,20
14,Juventude,20,5,8,7,17:23,-6,23,2021,20
15,São Paulo,20,5,8,7,16:22,-6,23,2021,20
16,Bahia,20,6,4,10,24:32,-8,22,2021,20
17,América-MG,20,5,7,8,17:22,-5,22,2021,20
18,Grêmio,20,5,5,10,17:22,-5,20,2021,20
19,Sport,20,3,8,9,8:15,-7,17,2021,20
20,Chapecoense,20,1,7,12,17:32,-15,10,2021,20
1,Atlético-MG,21,15,3,3,34:14,20,48,2021,21
2,Palmeiras,21,13,2,6,34:24,10,41,2021,21
3,Flamengo,21,12,3,6,41:22,19,39,2021,21
4,Bragantino,21,8,10,3,32:23,9,34,2021,21
5,Fortaleza,21,9,6,6,29:23,6,33,2021,21
6,Internacional,21,7,9,5,25:23,2,30,2021,21
7,Corinthians,21,7,9,5,20:18,2,30,2021,21
8,Fluminense,21,7,8,6,22:23,-1,29,2021,21
9,Athletico-PR,21,8,4,9,27:26,1,28,2021,21
10,Cuiabá,21,6,10,5,23:22,1,28,2021,21
11,São Paulo,21,6,8,7,18:23,-5,26,2021,21
12,Atlético-GO,21,6,8,7,17:22,-5,26,2021,21
13,Ceará,21,5,10,6,20:23,-3,25,2021,21
14,Santos,21,5,9,7,20:25,-5,24,2021,21
15,Grêmio,21,6,5,10,18:22,-4,23,2021,21
16,Bahia,21,6,5,10,25:33,-8,23,2021,21
17,América-MG,21,5,8,8,18:23,-5,23,2021,21
18,Juventude,21,5,8,8,18:25,-7,23,2021,21
19,Sport,21,3,8,10,8:18,-10,17,2021,21
20,Chapecoense,21,1,7,13,17:34,-17,10,2021,21
1,Atlético-MG,22,15,4,3,34:14,20,49,2021,22
2,Palmeiras,22,13,2,7,35:26,9,41,2021,22
3,Flamengo,22,12,4,6,42:23,19,40,2021,22
4,Fortaleza,22,10,6,6,30:23,7,36,2021,22
5,Bragantino,22,8,10,4,33:25,8,34,2021,22
6,Internacional,22,8,9,5,27:23,4,33,2021,22
7,Corinthians,22,8,9,5,22:19,3,33,2021,22
8,Fluminense,22,8,8,6,24:24,0,32,2021,22
9,Athletico-PR,22,9,4,9,31:28,3,31,2021,22
10,Cuiabá,22,6,11,5,23:22,1,29,2021,22
11,Ceará,22,6,10,6,21:23,-2,28,2021,22
12,São Paulo,22,6,9,7,18:23,-5,27,2021,22
13,Atlético-GO,22,6,9,7,17:22,-5,27,2021,22
14,Juventude,22,6,8,8,21:25,-4,26,2021,22
15,América-MG,22,5,9,8,19:24,-5,24,2021,22
16,Santos,22,5,9,8,20:28,-8,24,2021,22
17,Grêmio,22,6,5,11,20:26,-6,23,2021,22
18,Bahia,22,6,5,11,25:35,-10,23,2021,22
19,Sport,22,3,8,11,8:19,-11,17,2021,22
20,Chapecoense,22,1,7,14,17:35,-18,10,2021,22
1,Atlético-MG,23,16,4,3,35:14,21,52,2021,23
2,Flamengo,23,13,4,6,45:23,22,43,2021,23
3,Palmeiras,23,13,3,7,36:27,9,42,2021,23
4,Fortaleza,23,10,6,7,30:26,4,36,2021,23
5,Bragantino,23,8,11,4,35:27,8,35,2021,23
6,Corinthians,23,8,10,5,24:21,3,34,2021,23
7,Internacional,23,8,9,6,27:24,3,33,2021,23
8,Fluminense,23,8,8,7,24:26,-2,32,2021,23
9,Athletico-PR,23,9,4,10,31:31,0,31,2021,23
10,Atlético-GO,23,7,9,7,20:22,-2,30,2021,23
11,Cuiabá,23,6,11,6,23:24,-1,29,2021,23
12,Ceará,23,6,11,6,22:24,-2,29,2021,23
13,São Paulo,23,6,10,7,19:24,-5,28,2021,23
14,América-MG,23,6,9,8,21:24,-3,27,2021,23
15,Juventude,23,6,9,8,22:26,-4,27,2021,23
16,Santos,23,6,9,8,22:28,-6,27,2021,23
17,Bahia,23,6,6,11,26:36,-10,24,2021,23
18,Grêmio,23,6,5,12,21:28,-7,23,2021,23
19,Sport,23,4,8,11,10:20,-10,20,2021,23
20,Chapecoense,23,1,8,14,18:36,-18,11,2021,23
1,Atlético-MG,24,16,5,3,37:16,21,53,2021,24
2,Flamengo,24,13,5,6,46:24,22,44,2021,24
3,Palmeiras,24,13,3,8,37:29,8,42,2021,24
4,Fortaleza,24,11,6,7,32:26,6,39,2021,24
5,Corinthians,24,9,10,5,27:22,5,37,2021,24
6,Bragantino,24,8,12,4,36:28,8,36,2021,24
7,Athletico-PR,24,10,4,10,33:31,2,34,2021,24
8,Internacional,24,8,10,6,27:24,3,34,2021,24
9,Fluminense,24,8,8,8,24:28,-4,32,2021,24
10,América-MG,24,7,9,8,23:25,-2,30,2021,24
