Posicao,Clube,J,V,E,D,Gols,SG,Pts,Ano,Rodada
8,Portuguesa,8,3,3,2,12:12,0,12,2008,8
9,Vasco da Gama,8,3,2,3,11:10,1,11,2008,8
10,Coritiba,8,2,4,2,9:8,1,10,2008,8
11,Atlético-MG,8,2,4,2,11:12,-1,10,2008,8
12,Atlético-PR,8,2,3,3,9:8,1,9,2008,8
13,Figueirense,8,2,3,3,11:20,-9,9,2008,8
14,Internacional,8,2,2,4,9:12,-3,8,2008,8
15,Sport,8,2,2,4,7:10,-3,8,2008,8
16,Botafogo,8,2,2,4,6:9,-3,8,2008,8
17,Santos,8,1,3,4,6:13,-7,6,2008,8
18,Goiás,8,1,3,4,7:15,-8,6,2008,8
19,Ipatinga FC,8,1,2,5,8:17,-9,5,2008,8
20,Fluminense,8,0,3,5,4:10,-6,3,2008,8
1,Flamengo,9,7,1,1,21:8,13,22,2008,9
2,Cruzeiro,9,5,2,2,15:8,7,17,2008,9
3,Grêmio,9,5,2,2,13:6,7,17,2008,9
4,Vitória,9,5,2,2,12:6,6,17,2008,9
5,Palmeiras,9,5,2,2,14:9,5,17,2008,9
6,Náutico,9,4,2,3,10:10,0,14,2008,9
7,São Paulo,9,3,5,1,14:8,6,14,2008,9
8,Atlético-PR,9,3,3,3,10:8,2,12,2008,9
9,Portuguesa,9,3,3,3,13:14,-1,12,2008,9
10,Figueirense,9,3,3,3,13:21,-8,12,2008,9
11,Vasco da Gama,9,3,2,4,12:12,0,11,2008,9
12,Internacional,9,3,2,4,12:12,0,11,2008,9
13,Botafogo,9,3,2,4,8:9,-1,11,2008,9
14,Sport,9,3,2,4,8:10,-2,11,2008,9
15,Atlético-MG,9,2,5,2,12:13,-1,11,2008,9
16,Coritiba,9,2,4,3,9:11,-2,10,2008,9
17,Goiás,9,2,3,4,8:15,-7,9,2008,9
18,Santos,9,1,3,5,6:14,-8,6,2008,9
19,Ipatinga FC,9,1,3,5,9:18,-9,6,2008,9
20,Fluminense,9,0,3,6,4:11,-7,3,2008,9
1,Flamengo,10,7,2,1,22:9,13,23,2008,10
2,Vitória,10,6,2,2,17:8,9,20,2008,10
3,Cruzeiro,10,5,3,2,17:10,7,18,2008,10
4,Grêmio,10,5,3,2,14:7,7,18,2008,10
5,Palmeiras,10,5,3,2,15:10,5,18,2008,10
6,Náutico,10,5,2,3,12:11,1,17,2008,10
7,Vasco da Gama,10,4,2,4,16:12,4,14,2008,10
8,Internacional,10,4,2,4,13:12,1,14,2008,10
9,São Paulo,10,3,5,2,15:10,5,14,2008,10
10,Coritiba,10,3,4,3,13:11,2,13,2008,10
11,Figueirense,10,3,4,3,14:22,-8,13,2008,10
12,Atlético-PR,10,3,3,4,10:11,-1,12,2008,10
13,Portuguesa,10,3,3,4,13:18,-5,12,2008,10
14,Atlético-MG,10,2,6,2,13:14,-1,12,2008,10
15,Botafogo,10,3,2,5,10:14,-4,11,2008,10
16,Sport,10,3,2,5,8:14,-6,11,2008,10
17,Goiás,10,2,3,5,8:16,-8,9,2008,10
18,Santos,10,1,4,5,7:15,-8,7,2008,10
19,Ipatinga FC,10,1,4,5,11:20,-9,7,2008,10
20,Fluminense,10,1,3,6,7:11,-4,6,2008,10
1,Flamengo,11,8,2,1,25:10,15,26,2008,11
2,Cruzeiro,11,6,3,2,19:11,8,21,2008,11
3,Grêmio,11,6,3,2,16:8,8,21,2008,11
4,Vitória,11,6,2,3,18:10,8,20,2008,11
5,Palmeiras,11,5,3,3,16:12,4,18,2008,11
6,Náutico,11,5,2,4,12:13,-1,17,2008,11
7,São Paulo,11,4,5,2,17:11,6,17,2008,11
8,Figueirense,11,4,4,3,15:22,-7,16,2008,11
9,Internacional,11,4,3,4,14:13,1,15,2008,11
10,Vasco da Gama,11,4,2,5,17:15,2,14,2008,11
11,Sport,11,4,2,5,10:14,-4,14,2008,11
12,Coritiba,11,3,5,3,15:13,2,14,2008,11
13,Atlético-PR,11,3,4,4,11:12,-1,13,2008,11
14,Botafogo,11,3,3,5,12:16,-4,12,2008,11
15,Portuguesa,11,3,3,5,14:20,-6,12,2008,11
16,Atlético-MG,11,2,6,3,14:16,-2,12,2008,11
17,Goiás,11,2,4,5,10:18,-8,10,2008,11
18,Fluminense,11,2,3,6,9:12,-3,9,2008,11
19,Santos,11,1,5,5,9:17,-8,8,2008,11
20,Ipatinga FC,11,1,4,6,11:21,-10,7,2008,11
1,Flamengo,12,8,3,1,26:11,15,26,2008,12
2,Cruzeiro,12,7,3,2,20:11,9,24,2008,12
3,Grêmio,12,6,4,2,18:10,8,22,2008,12
4,Palmeiras,12,6,3,3,19:13,6,21,2008,12
5,Vitória,12,6,2,4,19:13,6,20,2008,12
6,São Paulo,12,5,5,2,20:12,8,20,2008,12
7,Figueirense,12,5,4,3,18:22,-4,19,2008,12
8,Internacional,12,5,3,4,15:13,2,18,2008,12
9,Náutico,12,5,2,5,14:16,-2,17,2008,12
10,Coritiba,12,4,5,3,16:13,3,17,2008,12
11,Vasco da Gama,12,4,3,5,18:16,2,15,2008,12
12,Botafogo,12,4,3,5,16:16,0,15,2008,12
13,Sport,12,4,3,5,12:16,-4,15,2008,12
14,Portuguesa,12,4,3,5,17:22,-5,15,2008,12
15,Atlético-PR,12,3,4,5,11:13,-2,13,2008,12
16,Atlético-MG,12,2,7,3,15:17,-2,12,2008,12
17,Goiás,12,2,5,5,11:19,-8,11,2008,12
18,Fluminense,12,2,3,7,10:15,-5,9,2008,12
19,Santos,12,1,5,6,9:20,-11,8,2008,12
20,Ipatinga FC,12,1,4,7,11:25,-14,7,2008,12
1,Flamengo,13,8,3,2,26:12,14,26,2008,13
2,Grêmio,13,7,4,2,19:10,9,25,2008,13
3,Cruzeiro,13,7,3,3,20:12,8,24,2008,13
4,Vitória,13,7,2,4,20:13,7,23,2008,13
5,São Paulo,13,6,5,2,22:13,9,23,2008,13
6,Palmeiras,13,6,3,4,21:16,5,21,2008,13
7,Internacional,13,5,4,4,16:14,2,19,2008,13
8,Figueirense,13,5,4,4,18:23,-5,19,2008,13
9,Náutico,13,5,3,5,15:17,-2,18,2008,13
10,Coritiba,13,4,5,4,18:16,2,17,2008,13
11,Atlético-PR,13,4,4,5,14:14,0,16,2008,13
12,Vasco da Gama,13,4,3,6,19:19,0,15,2008,13
13,Botafogo,13,4,3,6,17:18,-1,15,2008,13
14,Sport,13,4,3,6,12:17,-5,15,2008,13
15,Portuguesa,13,4,3,6,18:26,-8,15,2008,13
16,Atlético-MG,13,3,7,3,18:19,-1,15,2008,13
17,Goiás,13,3,5,5,14:21,-7,14,2008,13
18,Fluminense,13,3,3,7,11:15,-4,12,2008,13
19,Santos,13,2,5,6,10:20,-10,11,2008,13
20,Ipatinga FC,13,2,4,7,15:26,-11,10,2008,13
1,Grêmio,14,8,4,2,26:11,15,28,2008,14
2,Flamengo,14,8,4,2,28:14,14,27,2008,14
3,Vitória,14,8,2,4,22:13,9,26,2008,14
4,Palmeiras,14,7,3,4,25:18,7,24,2008,14
5,Cruzeiro,14,7,3,4,20:13,7,24,2008,14
6,São Paulo,14,6,5,3,22:15,7,23,2008,14
7,Internacional,14,6,4,4,18:14,4,22,2008,14
8,Coritiba,14,5,5,4,19:16,3,20,2008,14
9,Figueirense,14,5,4,5,19:30,-11,19,2008,14
10,Botafogo,14,5,3,6,21:18,3,18,2008,14
11,Náutico,14,5,3,6,15:19,-4,18,2008,14
12,Sport,14,5,3,6,13:17,-4,18,2008,14
13,Goiás,14,4,5,5,15:21,-6,17,2008,14
14,Vasco da Gama,14,4,4,6,22:22,0,16,2008,14
15,Atlético-PR,14,4,4,6,14:15,-1,16,2008,14
16,Portuguesa,14,4,4,6,20:28,-8,16,2008,14
17,Atlético-MG,14,3,7,4,18:23,-5,15,2008,14
18,Fluminense,14,3,4,7,14:18,-4,13,2008,14
19,Santos,14,2,5,7,12:24,-12,11,2008,14
20,Ipatinga FC,14,2,4,8,15:27,-12,10,2008,14
1,Grêmio,15,8,5,2,27:12,15,29,2008,15
2,Flamengo,15,8,5,2,28:14,14,28,2008,15
3,Cruzeiro,15,8,3,4,23:14,9,27,2008,15
4,Vitória,15,8,2,5,23:15,8,26,2008,15
5,São Paulo,15,7,5,3,25:16,9,26,2008,15
6,Palmeiras,15,7,4,4,26:19,7,25,2008,15
7,Coritiba,15,6,5,4,21:17,4,23,2008,15
8,Internacional,15,6,4,5,18:15,3,22,2008,15
9,Sport,15,6,3,6,15:18,-3,21,2008,15
10,Figueirense,15,5,5,5,19:30,-11,20,2008,15
11,Botafogo,15,5,4,6,21:18,3,19,2008,15
12,Náutico,15,5,3,7,16:21,-5,18,2008,15
13,Atlético-MG,15,4,7,4,20:24,-4,18,2008,15
14,Atlético-PR,15,4,5,6,14:15,-1,17,2008,15
15,Goiás,15,4,5,6,16:23,-7,17,2008,15
16,Vasco da Gama,15,4,4,7,24:27,-3,16,2008,15
17,Portuguesa,15,4,4,7,21:31,-10,16,2008,15
18,Santos,15,3,5,7,17:26,-9,14,2008,15
19,Fluminense,15,3,4,8,15:21,-6,13,2008,15
20,Ipatinga FC,15,3,4,8,16:27,-11,13,2008,15
1,Grêmio,16,9,5,2,28:12,16,32,2008,16
2,Cruzeiro,16,9,3,4,27:16,11,30,2008,16
3,Vitória,16,9,2,5,25:16,9,29,2008,16
4,Flamengo,16,8,5,3,28:15,13,28,2008,16
5,Palmeiras,16,8,4,4,27:19,8,28,2008,16
6,São Paulo,16,7,6,3,26:17,9,27,2008,16
7,Sport,16,7,3,6,18:19,-1,24,2008,16
8,Coritiba,16,6,5,5,21:18,3,23,2008,16
9,Botafogo,16,6,4,6,23:18,5,22,2008,16
10,Internacional,16,6,4,6,18:16,2,22,2008,16
11,Figueirense,16,5,6,5,20:31,-11,21,2008,16
12,Vasco da Gama,16,5,4,7,30:28,2,19,2008,16
13,Portuguesa,16,5,4,7,24:32,-8,19,2008,16
14,Náutico,16,5,3,8,18:25,-7,18,2008,16
15,Atlético-MG,16,4,7,5,21:30,-9,18,2008,16
16,Atlético-PR,16,4,5,7,15:17,-2,17,2008,16
17,Santos,16,4,5,7,18:26,-8,17,2008,16
18,Goiás,16,4,5,7,16:25,-9,17,2008,16
19,Fluminense,16,3,4,9,16:24,-8,13,2008,16
20,Ipatinga FC,16,3,4,9,17:30,-13,13,2008,16
1,Grêmio,17,10,5,2,30:12,18,35,2008,17
2,Cruzeiro,17,10,3,4,29:17,12,33,2008,17
3,Palmeiras,17,9,4,4,29:20,9,31,2008,17
4,São Paulo,17,8,6,3,30:17,13,30,2008,17
5,Vitória,17,9,2,6,25:18,7,29,2008,17
6,Flamengo,17,8,5,4,29:17,12,28,2008,17
7,Coritiba,17,7,5,5,24:19,5,26,2008,17
8,Botafogo,17,7,4,6,26:18,8,25,2008,17
9,Internacional,17,7,4,6,20:17,3,25,2008,17
10,Sport,17,7,3,7,19:21,-2,24,2008,17
11,Figueirense,17,6,6,5,22:32,-10,24,2008,17
12,Atlético-MG,17,5,7,5,23:31,-8,21,2008,17
13,Goiás,17,5,5,7,20:25,-5,20,2008,17
14,Vasco da Gama,17,5,4,8,30:32,-2,19,2008,17
15,Portuguesa,17,5,4,8,24:36,-12,19,2008,17
16,Náutico,17,5,3,9,19:27,-8,18,2008,17
17,Atlético-PR,17,4,5,8,15:20,-5,17,2008,17
18,Santos,17,4,5,8,19:29,-10,17,2008,17
19,Fluminense,17,3,4,10,17:26,-9,13,2008,17
20,Ipatinga FC,17,3,4,10,18:32,-14,13,2008,17
1,Grêmio,18,11,5,2,31:12,19,38,2008,18
2,Cruzeiro,18,11,3,4,31:17,14,36,2008,18
3,Palmeiras,18,10,4,4,32:20,12,34,2008,18
4,São Paulo,18,8,6,4,31:20,11,30,2008,18
5,Vitória,18,9,2,7,25:21,4,29,2008,18
6,Coritiba,18,8,5,5,26:19,7,29,2008,18
7,Flamengo,18,8,5,5,30:19,11,28,2008,18
8,Botafogo,18,8,4,6,28:19,9,28,2008,18
9,Sport,18,8,3,7,21:21,0,27,2008,18
10,Internacional,18,7,4,7,20:19,1,25,2008,18
11,Atlético-MG,18,6,7,5,26:33,-7,24,2008,18
12,Figueirense,18,6,6,6,23:34,-11,24,2008,18
13,Goiás,18,6,5,7,22:26,-4,23,2008,18
14,Atlético-PR,18,5,5,8,17:20,-3,20,2008,18
15,Vasco da Gama,18,5,4,9,30:34,-4,19,2008,18
16,Portuguesa,18,5,4,9,24:38,-14,19,2008,18
17,Náutico,18,5,3,10,19:29,-10,18,2008,18
18,Santos,18,4,5,9,21:32,-11,17,2008,18
19,Fluminense,18,4,4,10,20:27,-7,16,2008,18
20,Ipatinga FC,18,3,4,11,18:33,-15,13,2008,18
1,Grêmio,19,12,5,2,35:12,23,41,2008,19
2,Cruzeiro,19,11,3,5,32:19,13,36,2008,19
3,Palmeiras,19,10,4,5,32:21,11,34,2008,19
4,São Paulo,19,9,6,4,33:21,12,33,2008,19
5,Vitória,19,10,2,7,30:21,9,32,2008,19
6,Coritiba,19,9,5,5,29:19,10,32,2008,19
7,Flamengo,19,9,5,5,31:19,12,31,2008,19
8,Botafogo,19,9,4,6,29:19,10,31,2008,19
9,Sport,19,8,3,8,21:24,-3,27,2008,19
10,Internacional,19,7,5,7,21:20,1,26,2008,19
11,Figueirense,19,6,7,6,24:35,-11,25,2008,19
12,Atlético-MG,19,6,7,6,26:37,-11,24,2008,19
13,Goiás,19,6,5,8,23:28,-5,23,2008,19
14,Portuguesa,19,6,4,9,26:39,-13,22,2008,19
15,Náutico,19,6,3,10,20:29,-9,21,2008,19
16,Atlético-PR,19,5,5,9,17:21,-4,20,2008,19
17,Vasco da Gama,19,5,4,10,30:39,-9,19,2008,19
18,Santos,19,4,5,10,21:33,-12,17,2008,19
19,Fluminense,19,4,4,11,21:29,-8,16,2008,19
20,Ipatinga FC,19,4,4,11,20:34,-14,16,2008,19
1,Grêmio,20,13,5,2,36:12,24,44,2008,20
2,Cruzeiro,20,12,3,5,34:20,14,39,2008,20
3,Palmeiras,20,11,4,5,33:21,12,37,2008,20
4,Botafogo,20,10,4,6,30:19,11,34,2008,20
5,São Paulo,20,9,6,5,33:22,11,33,2008,20
6,Vitória,20,10,2,8,31:23,8,32,2008,20
7,Flamengo,20,9,6,5,33:21,12,32,2008,20
8,Coritiba,20,9,5,6,29:20,9,32,2008,20
9,Figueirense,20,7,7,6,26:36,-10,28,2008,20
10,Sport,20,8,3,9,21:25,-4,27,2008,20
11,Goiás,20,7,5,8,26:28,-2,26,2008,20
12,Internacional,20,7,5,8,21:24,-3,26,2008,20
13,Atlético-MG,20,6,7,7,26:38,-12,24,2008,20
14,Atlético-PR,20,6,5,9,22:21,1,23,2008,20
15,Vasco da Gama,20,6,4,10,34:39,-5,22,2008,20
16,Portuguesa,20,6,4,10,27:41,-14,22,2008,20
17,Náutico,20,6,3,11,20:32,-12,21,2008,20
18,Fluminense,20,5,4,11,22:29,-7,19,2008,20
19,Santos,20,4,6,10,23:35,-12,18,2008,20
20,Ipatinga FC,20,4,4,12,20:39,-19,16,2008,20
1,Grêmio,21,13,5,3,37:14,23,44,2008,21
2,Cruzeiro,21,12,3,6,34:21,13,39,2008,21
3,Botafogo,21,11,4,6,31:19,12,37,2008,21
4,Palmeiras,21,11,4,6,34:25,9,37,2008,21
5,São Paulo,21,10,6,5,36:23,13,36,2008,21
6,Flamengo,21,10,6,5,35:22,13,35,2008,21
7,Coritiba,21,10,5,6,32:20,12,35,2008,21
8,Vitória,21,10,3,8,31:23,8,33,2008,21
9,Internacional,21,8,5,8,25:25,0,29,2008,21
10,Sport,21,8,4,9,21:25,-4,28,2008,21
11,Figueirense,21,7,7,7,26:39,-13,28,2008,21
12,Goiás,21,7,6,8,27:29,-2,27,2008,21
13,Vasco da Gama,21,7,4,10,35:39,-4,25,2008,21
14,Atlético-MG,21,6,8,7,27:39,-12,25,2008,21
15,Atlético-PR,21,6,5,10,23:24,-1,23,2008,21
16,Fluminense,21,6,4,11,25:30,-5,22,2008,21
17,Portuguesa,21,6,4,11,27:42,-15,22,2008,21
18,Náutico,21,6,3,12,21:35,-14,21,2008,21
19,Santos,21,4,7,10,24:36,-12,19,2008,21
20,Ipatinga FC,21,4,5,12,21:40,-19,17,2008,21
1,Grêmio,22,13,6,3,38:15,23,45,2008,22
2,Palmeiras,22,12,4,6,38:27,11,40,2008,22
3,Cruzeiro,22,12,3,7,34:23,11,39,2008,22
4,Botafogo,22,11,5,6,32:20,12,38,2008,22
5,São Paulo,22,10,7,5,38:25,13,37,2008,22
6,Vitória,22,11,3,8,33:24,9,36,2008,22
7,Flamengo,22,10,7,5,36:23,13,36,2008,22
8,Coritiba,22,10,6,6,34:22,12,36,2008,22
9,Internacional,22,8,6,8,26:26,0,30,2008,22
10,Sport,22,8,5,9,22:26,-4,29,2008,22
11,Atlético-MG,22,7,8,7,31:39,-8,28,2008,22
12,Figueirense,22,7,7,8,27:41,-14,28,2008,22
13,Goiás,22,7,6,9,27:30,-3,27,2008,22
14,Vasco da Gama,22,7,5,10,36:40,-4,26,2008,22
15,Fluminense,22,6,5,11,26:31,-5,23,2008,22
16,Atlético-PR,22,6,5,11,23:28,-5,23,2008,22
17,Náutico,22,6,4,12,22:36,-14,22,2008,22
18,Portuguesa,22,6,4,12,29:46,-17,22,2008,22
19,Santos,22,5,7,10,26:36,-10,22,2008,22
20,Ipatinga FC,22,5,5,12,22:40,-18,20,2008,22
1,Grêmio,23,14,6,3,40:16,24,48,2008,23
2,Palmeiras,23,13,4,6,40:28,12,43,2008,23
3,Cruzeiro,23,12,4,7,35:24,11,40,2008,23
4,Botafogo,23,11,6,6,33:21,12,39,2008,23
5,São Paulo,23,10,8,5,38:25,13,38,2008,23
6,Vitória,23,11,4,8,33:24,9,37,2008,23
7,Flamengo,23,10,8,5,38:25,13,37,2008,23
8,Coritiba,23,10,7,6,35:23,12,37,2008,23
9,Sport,23,9,5,9,23:26,-3,32,2008,23
10,Goiás,23,8,6,9,29:30,-1,30,2008,23
11,Internacional,23,8,6,9,26:27,-1,30,2008,23
12,Atlético-MG,23,7,9,7,32:40,-8,29,2008,23
13,Figueirense,23,7,7,9,27:43,-16,28,2008,23
14,Vasco da Gama,23,7,5,11,37:42,-5,26,2008,23
15,Fluminense,23,6,6,11,28:33,-5,24,2008,23
16,Atlético-PR,23,6,5,12,24:30,-6,23,2008,23
17,Náutico,23,6,5,12,23:37,-14,23,2008,23
18,Portuguesa,23,6,5,12,30:47,-17,23,2008,23
19,Santos,23,5,8,10,26:36,-10,23,2008,23
20,Ipatinga FC,23,5,6,12,22:40,-18,21,2008,23
1,Grêmio,24,14,7,3,40:16,24,49,2008,24
2,Cruzeiro,24,13,4,7,38:25,13,43,2008,24
3,Palmeiras,24,13,4,7,40:31,9,43,2008,24
4,Botafogo,24,12,6,6,34:21,13,42,2008,24
5,Flamengo,24,11,8,5,41:27,14,40,2008,24
6,São Paulo,24,10,9,5,39:26,13,39,2008,24
7,Vitória,24,11,4,9,33:26,7,37,2008,24
