Posicao,Clube,J,V,E,D,Gols,SG,Pts,Ano,Rodada
5,Botafogo,4,2,1,1,6:4,2,7,2011,4
6,Figueirense,4,2,1,1,4:2,2,7,2011,4
7,Vasco da Gama,4,2,1,1,8:7,1,7,2011,4
8,Atlético-GO,4,2,0,2,5:4,1,6,2011,4
9,Grêmio,4,2,0,2,5:5,0,6,2011,4
10,Fluminense,4,2,0,2,3:5,-2,6,2011,4
11,Flamengo,4,1,3,0,9:5,4,6,2011,4
12,Internacional,4,1,2,1,7:6,1,5,2011,4
13,Santos,4,1,2,1,5:4,1,5,2011,4
14,América-MG,4,1,1,2,6:10,-4,4,2011,4
15,Ceará,4,1,1,2,5:9,-4,4,2011,4
16,Coritiba,4,1,0,3,7:7,0,3,2011,4
17,Cruzeiro,4,0,2,2,3:5,-2,2,2011,4
18,Bahia,4,0,2,2,5:8,-3,2,2011,4
19,Atlético-PR,4,0,1,3,1:6,-5,1,2011,4
20,Avaí,4,0,1,3,4:12,-8,1,2011,4
1,São Paulo,5,5,0,0,9:1,8,15,2011,5
2,Palmeiras,5,3,2,0,10:3,7,11,2011,5
3,Corinthians,5,3,2,0,7:3,4,11,2011,5
4,Figueirense,5,3,1,1,6:2,4,10,2011,5
5,Atlético-MG,5,2,2,1,9:5,4,8,2011,5
6,Botafogo,5,2,2,1,6:4,2,8,2011,5
7,Vasco da Gama,5,2,2,1,9:8,1,8,2011,5
8,Atlético-GO,5,2,1,2,7:6,1,7,2011,5
9,Grêmio,5,2,1,2,6:6,0,7,2011,5
10,Flamengo,5,1,4,0,9:5,4,7,2011,5
11,Fluminense,5,2,0,3,3:6,-3,6,2011,5
12,Internacional,5,1,3,1,8:7,1,6,2011,5
13,Santos,5,1,3,1,5:4,1,6,2011,5
14,Bahia,5,1,2,2,6:8,-2,5,2011,5
15,América-MG,5,1,2,2,7:11,-4,5,2011,5
16,Coritiba,5,1,1,3,8:8,0,4,2011,5
17,Ceará,5,1,1,3,5:11,-6,4,2011,5
18,Cruzeiro,5,0,3,2,4:6,-2,3,2011,5
19,Atlético-PR,5,0,1,4,1:8,-7,1,2011,5
20,Avaí,5,0,1,4,4:17,-13,1,2011,5
1,São Paulo,6,5,0,1,9:6,3,15,2011,6
2,Corinthians,6,4,2,0,12:3,9,14,2011,6
3,Palmeiras,6,3,2,1,10:5,5,11,2011,6
4,Botafogo,6,3,2,1,8:5,3,11,2011,6
5,Vasco da Gama,6,3,2,1,10:8,2,11,2011,6
6,Figueirense,6,3,1,2,7:6,1,10,2011,6
7,Flamengo,6,2,4,0,13:6,7,10,2011,6
8,Fluminense,6,3,0,3,4:6,-2,9,2011,6
9,Internacional,6,2,3,1,12:8,4,9,2011,6
10,Santos,6,2,3,1,6:4,2,9,2011,6
11,Atlético-MG,6,2,2,2,10:9,1,8,2011,6
12,Bahia,6,2,2,2,8:8,0,8,2011,6
13,Atlético-GO,6,2,1,3,7:7,0,7,2011,6
14,Grêmio,6,2,1,3,7:8,-1,7,2011,6
15,Ceará,6,2,1,3,7:11,-4,7,2011,6
16,Cruzeiro,6,1,3,2,6:7,-1,6,2011,6
17,América-MG,6,1,2,3,7:12,-5,5,2011,6
18,Coritiba,6,1,1,4,9:10,-1,4,2011,6
19,Atlético-PR,6,0,1,5,1:10,-9,1,2011,6
20,Avaí,6,0,1,5,4:18,-14,1,2011,6
1,Corinthians,7,5,2,0,13:3,10,17,2011,7
2,São Paulo,7,5,0,2,9:8,1,15,2011,7
3,Palmeiras,7,4,2,1,12:5,7,14,2011,7
4,Botafogo,7,4,2,1,10:5,5,14,2011,7
5,Figueirense,7,4,1,2,9:7,2,13,2011,7
6,Flamengo,7,3,4,0,16:8,8,13,2011,7
7,Fluminense,7,4,0,3,7:7,0,12,2011,7
8,Internacional,7,3,3,1,16:8,8,12,2011,7
9,Vasco da Gama,7,3,2,2,10:11,-1,11,2011,7
10,Cruzeiro,7,2,3,2,9:7,2,9,2011,7
11,Santos,7,2,3,2,7:6,1,9,2011,7
12,Grêmio,7,2,2,3,9:10,-1,8,2011,7
13,Bahia,7,2,2,3,8:9,-1,8,2011,7
14,Atlético-MG,7,2,2,3,10:13,-3,8,2011,7
15,Coritiba,7,2,1,4,12:11,1,7,2011,7
16,Atlético-GO,7,2,1,4,7:9,-2,7,2011,7
17,Ceará,7,2,1,4,8:14,-6,7,2011,7
18,América-MG,7,1,2,4,9:15,-6,5,2011,7
19,Avaí,7,0,2,5,6:20,-14,2,2011,7
20,Atlético-PR,7,0,1,6,2:13,-11,1,2011,7
1,Corinthians,8,6,2,0,15:4,11,20,2011,8
2,Flamengo,8,4,4,0,17:8,9,16,2011,8
3,São Paulo,8,5,0,3,9:9,0,15,2011,8
4,Internacional,8,4,3,1,17:8,9,15,2011,8
5,Palmeiras,8,4,3,1,13:6,7,15,2011,8
6,Botafogo,8,4,3,1,11:6,5,15,2011,8
7,Figueirense,8,4,1,3,9:10,-1,13,2011,8
8,Fluminense,8,4,0,4,8:9,-1,12,2011,8
9,Cruzeiro,8,3,3,2,11:7,4,12,2011,8
10,Santos,8,3,3,2,9:7,2,12,2011,8
11,Vasco da Gama,8,3,2,3,11:13,-2,11,2011,8
12,Coritiba,8,3,1,4,15:11,4,10,2011,8
13,Ceará,8,3,1,4,11:14,-3,10,2011,8
14,Bahia,8,2,3,3,10:11,-1,9,2011,8
15,Atlético-GO,8,2,2,4,8:10,-2,8,2011,8
16,Grêmio,8,2,2,4,9:12,-3,8,2011,8
17,Atlético-MG,8,2,2,4,10:16,-6,8,2011,8
18,América-MG,8,1,3,4,10:16,-6,6,2011,8
19,Avaí,8,0,3,5,8:22,-14,3,2011,8
20,Atlético-PR,8,0,1,7,2:14,-12,1,2011,8
1,Corinthians,9,7,2,0,16:4,12,23,2011,9
2,Flamengo,9,5,4,0,18:8,10,19,2011,9
3,São Paulo,9,6,0,3,11:10,1,18,2011,9
4,Palmeiras,9,5,3,1,16:6,10,18,2011,9
5,Botafogo,9,4,4,1,12:7,5,16,2011,9
6,Internacional,9,4,3,2,17:10,7,15,2011,9
7,Vasco da Gama,9,4,2,3,13:13,0,14,2011,9
8,Figueirense,9,4,2,3,10:11,-1,14,2011,9
9,Fluminense,9,4,0,5,8:10,-2,12,2011,9
10,Cruzeiro,9,3,3,3,12:9,3,12,2011,9
11,Santos,9,3,3,3,9:10,-1,12,2011,9
12,Grêmio,9,3,2,4,11:12,-1,11,2011,9
13,Ceará,9,3,2,4,12:15,-3,11,2011,9
14,Atlético-MG,9,3,2,4,12:16,-4,11,2011,9
15,Coritiba,9,3,1,5,15:13,2,10,2011,9
16,Bahia,9,2,4,3,11:12,-1,10,2011,9
17,Atlético-GO,9,2,2,5,8:11,-3,8,2011,9
18,América-MG,9,1,3,5,10:18,-8,6,2011,9
19,Avaí,9,0,4,5,8:22,-14,4,2011,9
20,Atlético-PR,9,0,2,7,2:14,-12,2,2011,9
1,Corinthians,10,8,2,0,18:4,14,26,2011,10
2,São Paulo,10,7,0,3,14:10,4,21,2011,10
3,Flamengo,10,5,5,0,18:8,10,20,2011,10
4,Palmeiras,10,5,4,1,16:6,10,19,2011,10
5,Vasco da Gama,10,5,2,3,15:14,1,17,2011,10
6,Botafogo,10,4,4,2,12:9,3,16,2011,10
7,Internacional,10,4,3,3,17:13,4,15,2011,10
8,Cruzeiro,10,4,3,3,14:10,4,15,2011,10
9,Santos,10,4,3,3,11:11,0,15,2011,10
10,Figueirense,10,4,3,3,10:11,-1,15,2011,10
11,Ceará,10,4,2,4,16:15,1,14,2011,10
12,Coritiba,10,4,1,5,18:14,4,13,2011,10
13,Fluminense,10,4,0,6,9:13,-4,12,2011,10
14,Grêmio,10,3,3,4,11:12,-1,12,2011,10
15,Atlético-MG,10,3,2,5,13:18,-5,11,2011,10
16,Bahia,10,2,4,4,12:14,-2,10,2011,10
17,Atlético-GO,10,2,2,6,8:12,-4,8,2011,10
18,Avaí,10,1,4,5,9:22,-13,7,2011,10
19,América-MG,10,1,3,6,10:22,-12,6,2011,10
20,Atlético-PR,10,0,2,8,3:16,-13,2,2011,10
1,Corinthians,11,8,2,1,18:5,13,26,2011,11
2,São Paulo,11,7,1,3,16:12,4,22,2011,11
3,Flamengo,11,5,6,0,19:9,10,21,2011,11
4,Vasco da Gama,11,6,2,3,17:15,2,20,2011,11
5,Palmeiras,11,5,4,2,16:7,9,19,2011,11
6,Internacional,11,5,3,3,20:14,6,18,2011,11
7,Cruzeiro,11,5,3,3,15:10,5,18,2011,11
8,Botafogo,11,4,4,3,13:11,2,16,2011,11
9,Figueirense,11,4,4,3,10:11,-1,16,2011,11
10,Fluminense,11,5,0,6,10:13,-3,15,2011,11
11,Ceará,11,4,3,4,17:16,1,15,2011,11
12,Grêmio,11,4,3,4,12:12,0,15,2011,11
13,Santos,11,4,3,4,11:12,-1,15,2011,11
14,Coritiba,11,4,2,5,18:14,4,14,2011,11
15,Atlético-MG,11,3,2,6,14:20,-6,11,2011,11
16,Bahia,11,2,5,4,12:14,-2,11,2011,11
17,Atlético-GO,11,2,3,6,10:14,-4,9,2011,11
18,América-MG,11,1,4,6,10:22,-12,7,2011,11
19,Avaí,11,1,4,6,10:25,-15,7,2011,11
20,Atlético-PR,11,1,2,8,5:17,-12,5,2011,11
1,Corinthians,12,9,2,1,19:5,14,29,2011,12
2,São Paulo,12,8,1,3,20:15,5,25,2011,12
3,Flamengo,12,6,6,0,24:13,11,24,2011,12
4,Palmeiras,12,6,4,2,17:7,10,22,2011,12
5,Vasco da Gama,12,6,3,3,18:16,2,21,2011,12
6,Botafogo,12,5,4,3,15:12,3,19,2011,12
7,Internacional,12,5,3,4,20:15,5,18,2011,12
8,Cruzeiro,12,5,3,4,15:12,3,18,2011,12
9,Ceará,12,5,3,4,19:17,2,18,2011,12
10,Grêmio,12,4,4,4,13:13,0,16,2011,12
11,Figueirense,12,4,4,4,10:12,-2,16,2011,12
12,Fluminense,12,5,0,7,10:14,-4,15,2011,12
13,Santos,12,4,3,5,15:17,-2,15,2011,12
14,Coritiba,12,4,2,6,21:18,3,14,2011,12
15,Atlético-MG,12,4,2,6,15:20,-5,14,2011,12
16,Atlético-GO,12,3,3,6,12:14,-2,12,2011,12
17,Bahia,12,2,6,4,13:15,-2,12,2011,12
18,América-MG,12,1,5,6,11:23,-12,8,2011,12
19,Avaí,12,1,4,7,11:27,-16,7,2011,12
20,Atlético-PR,12,1,2,9,6:19,-13,5,2011,12
1,Corinthians,13,9,2,2,21:8,13,29,2011,13
2,Flamengo,13,7,6,0,26:13,13,27,2011,13
3,São Paulo,13,8,1,4,20:17,3,25,2011,13
4,Palmeiras,13,7,4,2,20:9,11,25,2011,13
5,Vasco da Gama,13,7,3,3,20:16,4,24,2011,13
6,Botafogo,13,6,4,3,16:12,4,22,2011,13
7,Internacional,13,5,4,4,20:15,5,19,2011,13
8,Fluminense,13,6,0,7,14:14,0,18,2011,13
9,Cruzeiro,13,5,3,5,15:13,2,18,2011,13
10,Ceará,13,5,3,5,19:21,-2,18,2011,13
11,Coritiba,13,5,2,6,24:19,5,17,2011,13
12,Grêmio,13,4,4,5,13:15,-2,16,2011,13
13,Figueirense,13,4,4,5,11:15,-4,16,2011,13
14,Santos,13,4,3,6,17:20,-3,15,2011,13
15,Bahia,13,3,6,4,16:16,0,15,2011,13
16,Atlético-MG,13,4,2,7,17:23,-6,14,2011,13
17,Atlético-GO,13,3,4,6,12:14,-2,13,2011,13
18,Avaí,13,2,4,7,14:29,-15,10,2011,13
19,Atlético-PR,13,2,2,9,9:21,-12,8,2011,13
20,América-MG,13,1,5,7,12:26,-14,8,2011,13
1,Corinthians,14,10,2,2,23:9,14,32,2011,14
2,Flamengo,14,8,6,0,27:13,14,30,2011,14
3,São Paulo,14,9,1,4,23:17,6,28,2011,14
4,Vasco da Gama,14,8,3,3,22:16,6,27,2011,14
5,Palmeiras,14,7,5,2,21:10,11,26,2011,14
6,Botafogo,14,6,4,4,16:14,2,22,2011,14
7,Fluminense,14,7,0,7,16:14,2,21,2011,14
8,Internacional,14,5,4,5,20:17,3,19,2011,14
9,Figueirense,14,5,4,5,13:15,-2,19,2011,14
10,Coritiba,14,5,3,6,25:20,5,18,2011,14
11,Cruzeiro,14,5,3,6,15:14,1,18,2011,14
12,Ceará,14,5,3,6,19:24,-5,18,2011,14
13,Grêmio,14,4,5,5,15:17,-2,17,2011,14
14,Santos,14,4,3,7,17:22,-5,15,2011,14
15,Atlético-MG,14,4,3,7,19:25,-6,15,2011,14
16,Bahia,14,3,6,5,16:19,-3,15,2011,14
17,Atlético-GO,14,3,4,7,12:17,-5,13,2011,14
18,Avaí,14,3,4,7,17:29,-12,13,2011,14
19,Atlético-PR,14,3,2,9,12:21,-9,11,2011,14
20,América-MG,14,1,5,8,13:28,-15,8,2011,14
1,Corinthians,15,10,3,2,24:10,14,33,2011,15
2,Flamengo,15,9,6,0,28:13,15,33,2011,15
3,São Paulo,15,10,1,4,25:18,7,31,2011,15
4,Vasco da Gama,15,8,3,4,22:20,2,27,2011,15
5,Palmeiras,15,7,6,2,21:10,11,27,2011,15
6,Botafogo,15,7,4,4,20:14,6,25,2011,15
7,Internacional,15,6,4,5,23:19,4,22,2011,15
8,Figueirense,15,6,4,5,15:16,-1,22,2011,15
9,Fluminense,15,7,0,8,16:17,-1,21,2011,15
10,Coritiba,15,5,3,7,25:21,4,18,2011,15
11,Cruzeiro,15,5,3,7,17:17,0,18,2011,15
12,Santos,15,5,3,7,18:22,-4,18,2011,15
13,Ceará,15,5,3,7,19:25,-6,18,2011,15
14,Bahia,15,4,6,5,18:20,-2,18,2011,15
15,Grêmio,15,4,6,5,15:17,-2,18,2011,15
16,Atlético-MG,15,4,3,8,20:27,-7,15,2011,15
17,Atlético-GO,15,3,4,8,13:19,-6,13,2011,15
18,Avaí,15,3,4,8,18:31,-13,13,2011,15
19,Atlético-PR,15,3,3,9,13:22,-9,12,2011,15
20,América-MG,15,2,5,8,16:28,-12,11,2011,15
1,Corinthians,16,10,4,2,26:12,14,34,2011,16
2,Flamengo,16,9,7,0,30:15,15,34,2011,16
3,São Paulo,16,10,2,4,27:20,7,32,2011,16
4,Vasco da Gama,16,9,3,4,23:20,3,30,2011,16
5,Botafogo,16,8,4,4,24:16,8,28,2011,16
6,Palmeiras,16,7,6,3,21:11,10,27,2011,16
7,Internacional,16,6,5,5,24:20,4,23,2011,16
8,Figueirense,16,6,5,5,17:18,-1,23,2011,16
9,Fluminense,16,7,0,9,17:19,-2,21,2011,16
10,Coritiba,16,6,3,7,28:21,7,21,2011,16
11,Cruzeiro,16,6,3,7,22:17,5,21,2011,16
12,Grêmio,16,5,6,5,17:18,-1,21,2011,16
13,Ceará,16,5,4,7,21:27,-6,19,2011,16
14,Bahia,16,4,7,5,19:21,-2,19,2011,16
15,Santos,16,5,3,8,18:24,-6,18,2011,16
16,Atlético-GO,16,4,4,8,15:19,-4,16,2011,16
17,Atlético-MG,16,4,3,9,20:30,-10,15,2011,16
18,Atlético-PR,16,3,4,9,15:24,-9,13,2011,16
19,Avaí,16,3,4,9,18:36,-18,13,2011,16
20,América-MG,16,2,5,9,18:32,-14,11,2011,16
1,Corinthians,17,11,4,2,29:14,15,37,2011,17
2,Flamengo,17,9,7,1,31:19,12,34,2011,17
3,São Paulo,17,10,3,4,28:21,7,33,2011,17
4,Vasco da Gama,17,10,3,4,25:20,5,33,2011,17
5,Botafogo,17,8,4,5,24:17,7,28,2011,17
6,Palmeiras,17,7,7,3,22:12,10,28,2011,17
7,Internacional,17,7,5,5,25:20,5,26,2011,17
8,Fluminense,17,8,0,9,20:19,1,24,2011,17
9,Coritiba,17,7,3,7,31:23,8,24,2011,17
10,Figueirense,17,6,5,6,17:21,-4,23,2011,17
11,Ceará,17,6,4,7,24:27,-3,22,2011,17
12,Cruzeiro,17,6,3,8,23:19,4,21,2011,17
13,Grêmio,17,5,6,6,17:21,-4,21,2011,17
14,Bahia,17,4,8,5,20:22,-2,20,2011,17
15,Atlético-GO,17,5,4,8,19:20,-1,19,2011,17
16,Santos,17,5,3,9,20:27,-7,18,2011,17
17,Atlético-PR,17,4,4,9,17:25,-8,16,2011,17
18,Atlético-MG,17,4,3,10,22:33,-11,15,2011,17
19,Avaí,17,3,4,10,18:38,-20,13,2011,17
20,América-MG,17,2,6,9,19:33,-14,12,2011,17
1,Corinthians,18,11,4,3,29:16,13,37,2011,18
2,Flamengo,18,9,8,1,33:21,12,35,2011,18
3,São Paulo,18,10,4,4,29:22,7,34,2011,18
4,Vasco da Gama,18,10,4,4,26:21,5,34,2011,18
5,Botafogo,18,9,4,5,27:18,9,31,2011,18
6,Palmeiras,18,7,8,3,23:13,10,29,2011,18
7,Internacional,18,7,6,5,27:22,5,27,2011,18
8,Figueirense,18,7,5,6,19:21,-2,26,2011,18
9,Fluminense,18,8,1,9,21:20,1,25,2011,18
10,Coritiba,18,7,4,7,31:23,8,25,2011,18
11,Cruzeiro,18,7,3,8,24:19,5,24,2011,18
12,Atlético-GO,18,6,4,8,20:20,0,22,2011,18
13,Ceará,18,6,4,8,24:28,-4,22,2011,18
14,Santos,18,6,3,9,22:28,-6,21,2011,18
15,Grêmio,18,5,6,7,17:22,-5,21,2011,18
16,Bahia,18,4,8,6,21:24,-3,20,2011,18
17,Atlético-PR,18,4,5,9,19:27,-8,17,2011,18
18,Atlético-MG,18,4,3,11,23:36,-13,15,2011,18
19,Avaí,18,3,5,10,18:38,-20,14,2011,18
20,América-MG,18,2,7,9,21:35,-14,13,2011,18
1,Corinthians,19,11,4,4,30:18,12,37,2011,19
2,Flamengo,19,9,9,1,33:21,12,36,2011,19
3,São Paulo,19,10,5,4,30:23,7,35,2011,19
4,Vasco da Gama,19,10,5,4,26:21,5,35,2011,19
5,Botafogo,19,10,4,5,29:19,10,34,2011,19
6,Palmeiras,19,8,8,3,25:14,11,32,2011,19
7,Cruzeiro,19,8,3,8,26:20,6,27,2011,19
8,Internacional,19,7,6,6,28:24,4,27,2011,19
9,Coritiba,19,7,5,7,32:24,8,26,2011,19
10,Figueirense,19,7,5,7,21:24,-3,26,2011,19
11,Fluminense,19,8,1,10,22:22,0,25,2011,19
12,Atlético-GO,19,7,4,8,22:21,1,25,2011,19
13,Ceará,19,7,4,8,27:28,-1,25,2011,19
14,Grêmio,19,6,6,7,19:23,-4,24,2011,19
15,Santos,19,6,4,9,23:29,-6,22,2011,19
16,Bahia,19,4,8,7,21:27,-6,20,2011,19
17,Atlético-PR,19,4,6,9,20:28,-8,18,2011,19
18,Avaí,19,4,5,10,21:40,-19,17,2011,19
19,Atlético-MG,19,4,3,12,24:38,-14,15,2011,19
20,América-MG,19,2,7,10,22:37,-15,13,2011,19
1,Corinthians,20,12,4,4,33:20,13,40,2011,20
2,Vasco da Gama,20,11,5,4,29:22,7,38,2011,20
3,Botafogo,20,11,4,5,32:20,12,37,2011,20
4,Flamengo,20,9,9,2,35:24,11,36,2011,20
5,São Paulo,20,10,5,5,31:25,6,35,2011,20
6,Palmeiras,20,8,8,4,26:17,9,32,2011,20
7,Figueirense,20,8,5,7,25:26,-1,29,2011,20
8,Fluminense,20,9,1,10,24:23,1,28,2011,20
9,Atlético-GO,20,8,4,8,25:22,3,28,2011,20
10,Internacional,20,7,7,6,31:27,4,28,2011,20
11,Cruzeiro,20,8,3,9,28:24,4,27,2011,20
12,Coritiba,20,7,5,8,33:27,6,26,2011,20
13,Ceará,20,7,4,9,28:31,-3,25,2011,20
14,Grêmio,20,6,6,8,21:26,-5,24,2011,20
15,Santos,20,6,5,9,26:32,-6,23,2011,20
16,Bahia,20,4,9,7,21:27,-6,21,2011,20
17,Avaí,20,5,5,10,24:42,-18,20,2011,20
18,Atlético-MG,20,5,3,12,25:38,-13,18,2011,20
19,Atlético-PR,20,4,6,10,20:29,-9,18,2011,20
20,América-MG,20,2,8,10,22:37,-15,14,2011,20
1,Corinthians,21,12,4,5,33:21,12,40,2011,21
2,São Paulo,21,11,5,5,33:26,7,38,2011,21
3,Vasco da Gama,21,11,5,5,30:26,4,38,2011,21
4,Botafogo,21,11,4,6,32:22,10,37,2011,21
5,Flamengo,21,9,9,3,36:27,9,36,2011,21
6,Palmeiras,21,8,9,4,27:18,9,33,2011,21
7,Fluminense,21,10,1,10,27:25,2,31,2011,21
8,Coritiba,21,8,5,8,34:27,7,29,2011,21
9,Figueirense,21,8,5,8,26:28,-2,29,2011,21
10,Internacional,21,7,8,6,32:28,4,29,2011,21
11,Cruzeiro,21,8,4,9,29:25,4,28,2011,21
12,Atlético-GO,21,8,4,9,27:25,2,28,2011,21
13,Grêmio,21,7,6,8,25:26,-1,27,2011,21
14,Ceará,21,7,5,9,29:32,-3,26,2011,21
15,Santos,21,7,5,9,28:32,-4,26,2011,21
16,Bahia,21,5,9,7,24:28,-4,24,2011,21
17,Atlético-MG,21,6,3,12,27:38,-11,21,2011,21
18,Avaí,21,5,5,11,24:44,-20,20,2011,21
19,Atlético-PR,21,4,6,11,20:33,-13,18,2011,21
20,América-MG,21,3,8,10,26:38,-12,17,2011,21
1,Corinthians,22,13,4,5,35:22,13,43,2011,22
2,São Paulo,22,12,5,5,35:27,8,41,2011,22
3,Vasco da Gama,22,12,5,5,32:26,6,41,2011,22
4,Botafogo,22,12,4,6,36:22,14,40,2011,22
5,Flamengo,22,9,9,4,37:29,8,36,2011,22
6,Fluminense,22,11,1,10,29:26,3,34,2011,22
7,Palmeiras,22,8,10,4,29:20,9,34,2011,22
8,Internacional,22,8,8,6,36:30,6,32,2011,22
9,Grêmio,22,8,6,8,27:27,0,30,2011,22
10,Figueirense,22,8,6,8,27:29,-2,30,2011,22
11,Coritiba,22,8,5,9,34:29,5,29,2011,22
12,Atlético-GO,22,8,5,9,28:26,2,29,2011,22
13,Santos,22,8,5,9,30:33,-3,29,2011,22
14,Cruzeiro,22,8,4,10,30:27,3,28,2011,22
15,Ceará,22,7,5,10,29:36,-7,26,2011,22
16,Bahia,22,5,9,8,25:30,-5,24,2011,22
17,Atlético-MG,22,6,3,13,28:40,-12,21,2011,22
18,Avaí,22,5,5,12,25:46,-21,20,2011,22
19,Atlético-PR,22,4,7,11,22:35,-13,19,2011,22
20,América-MG,22,3,8,11,28:42,-14,17,2011,22
1,Corinthians,23,13,4,6,35:23,12,43,2011,23
2,Vasco da Gama,23,12,6,5,33:27,6,42,2011,23
3,São Paulo,23,12,5,6,35:28,7,41,2011,23
4,Botafogo,23,12,4,7,36:27,9,40,2011,23
5,Fluminense,23,12,1,10,30:26,4,37,2011,23
6,Flamengo,23,9,9,5,38:31,7,36,2011,23
7,Internacional,23,9,8,6,39:30,9,35,2011,23
8,Palmeiras,23,8,10,5,29:23,6,34,2011,23
9,Grêmio,23,9,6,8,28:27,1,33,2011,23
10,Coritiba,23,9,5,9,39:29,10,32,2011,23
11,Santos,23,9,5,9,31:33,-2,32,2011,23
12,Figueirense,23,8,7,8,28:30,-2,31,2011,23
13,Atlético-GO,23,8,6,9,29:27,2,30,2011,23
14,Cruzeiro,23,8,4,11,30:28,2,28,2011,23
15,Ceará,23,7,6,10,30:37,-7,27,2011,23
16,Atlético-MG,23,7,3,13,30:40,-10,24,2011,23
17,Bahia,23,5,9,9,25:32,-7,24,2011,23
18,Atlético-PR,23,5,7,11,24:36,-12,22,2011,23
19,Avaí,23,5,6,12,27:48,-21,21,2011,23
20,América-MG,23,3,9,11,30:44,-14,18,2011,23
1,Vasco da Gama,24,13,6,5,37:27,10,45,2011,24
2,São Paulo,24,13,5,6,39:28,11,44,2011,24
3,Corinthians,24,13,4,7,36:26,10,43,2011,24
4,Botafogo,24,12,5,7,37:28,9,41,2011,24
5,Fluminense,24,12,1,11,30:29,1,37,2011,24
6,Flamengo,24,9,10,5,39:32,7,37,2011,24
7,Internacional,24,9,9,6,40:31,9,36,2011,24
8,Santos,24,10,5,9,34:34,0,35,2011,24
